locations,latitude,longitude,country
"Creekside RPO Airdrie, Alberta",,,
"Vinh Phu, Thuan An, Binh Duong Province, Vietnam",,,
"Saint-Gédéon, Quebec",48.4934638,-71.7757803,Canada
"Inkofen, Bavaria",48.8394251,12.2486811,Germany
"Papeete, Tahiti, French Polynesia",,,
"Milton Keynes , Buckinghamshire",52.0429797,-0.7589607,United Kingdom
"Lauf-Neunhof, Bavaria",49.5551397,,
"Ebensfeld, Bavaria",50.0661561,10.9585561,Germany
"Wigan, Greater Manchester",53.5457188,-2.6264624,United Kingdom
"Hamburg, New York",42.716293,-78.828717,United States of America
"Milton Keynes, Buckinghamshire",52.0429797,-0.7589607,United Kingdom
"Timmendorfer Strand, Schleswig-Holstein",53.9981853,10.7799016,Germany
"Newton Aycliffe, Durham",54.6218534,-1.5663624,United Kingdom
"Rockwall, Texas",32.8923464,-96.4066987,United States of America
", Ontario",50.000678,-86.000977,Canada
"Saskatoon, Saskatchewan",52.131802,-106.660767,Canada
"Stevens Point, Wisconsin",44.5229223,-89.574111,United States of America
"Ludwigslust, Mecklenburg-Vorpommern",53.3300229,11.4993644,Germany
"Honeoye Falls, New York",42.9522855,-77.5902759,United States of America
"Mora, Sweden",61.0082091,14.5431333,Sweden
"High Point, North Carolina",35.9556924,-80.0053176,United States of America
"Hanover, Pennsylvania",39.8063247,-76.9842735,United States of America
"Heidenheim, Baden-Württemberg",48.6767637,10.152923,Germany
"Frontenhausen, Bavaria",48.5462056,12.5253298,Germany
"Priesendorf, Bavaria",49.9082567,10.7110545,Germany
"Hof, Bavaria",50.3219015,11.9178807,Germany
"Korschenbroich, North Rhine-Westphalia",51.1902651,6.5143539,Germany
"Sion, Switzerland",46.23021515,7.363705184783203,Switzerland
"Missen, Bavaria",47.5971193,10.1256424,Germany
"Sandown, Isle Of Wight",50.6613306,-1.150346505454647,United Kingdom
"Cham-Loifling, Bavaria",,,
"Kensington, Greater London",51.4989948,-0.1991229,United Kingdom
"Leipzig, Saxony",51.3406321,12.3747329,Germany
"Pedavena (BL), Italy",46.0396242,11.8804327,Italy
"Miltenberg, Bavaria",49.7017584,9.2559718,Germany
"Long Melford, Suffolk",52.0715603,0.7153823,United Kingdom
"Heimenkirch , Bavaria",47.6283377,9.9102676,Germany
"Silly, Belgium",50.6484543,3.9235921,Belgium
"Exeter, New Hampshire",42.981477,-70.9478343,United States of America
"Broadstairs, Kent",51.3586758,1.4407855,United Kingdom
"Boxborough, Massachusetts",42.4934474,-71.5141044,United States of America
"Baysville, Ontario",45.1497562,-79.1151352,Canada
"Lagos, Nigeria",6.4550575,3.3941795,Nigeria
"Covington, Kentucky",39.0836224,-84.508371,United States of America
"Minden, Ontario",44.9254436,-78.72493,Canada
"Sherman, Texas",36.2452294,-101.8858689,United States of America
"Torgau, Saxony",51.5581272,13.0046538,Germany
"North Heath, West Sussex",50.99308795,-0.08935408264218406,United Kingdom
"Lich, Hesse",50.5201683,8.8165535,Germany
"Griffith, Indiana",41.534507,-87.4255305,United States of America
"Norton Madeville, Essex",,,
"Giza, Egypt",30.0170039,31.2134508,Egypt
"Maple Ridge, British Columbia",49.2197345,-122.5997078,Canada
"Nesselwang, Bavaria",47.6218885,10.5003482,Germany
"Waldhaus, Baden-Württemberg",49.4832123,9.6144956,Germany
"Youngstown , Ohio",41.1035786,-80.6520161,United States of America
"Poncha Springs, Colorado",38.5127752,-106.0772384,United States of America
"Hook Norton, Oxfordshire",51.9939848,-1.4822644,United Kingdom
"Gessertshausen, Bavaria",48.329698,10.7309645,Germany
"Hackney Wick, Greater London",51.543433,-0.0240839,United Kingdom
"Leigh on Sea , Essex",51.5576986,0.6574595,United Kingdom
"Konstanz, Baden-Württemberg",47.659216,9.1750718,Germany
"Langley, British Columbia",49.106471850000005,-122.5501311568147,Canada
"Idaho Springs, Colorado",39.71619174999999,-105.57441210321262,United States of America
"Neuler, Baden-Württemberg",48.9278463,10.0688239,Germany
"Freistadt, Austria",48.5112961,14.5047566,Austria
"Evans City, Pennsylvania",40.7692321,-80.062838,United States of America
"Oviedo, Florida",28.659392500000003,-81.20469046496677,United States of America
"Furth im Wald, Bavaria",49.308165,12.8452877,Germany
"Redmond, Oregon",44.2726203,-121.1739212,United States of America
"Shelburne, Vermont",44.3783486,-73.2276183,United States of America
"Westbank, British Columbia",49.8309376,-119.62889,Canada
"Greenville, North Carolina",35.612661,-77.3663538,United States of America
"Calgary , Alberta",51.0534234,-114.0625892,Canada
"Great Staughton, Cambridgeshire",52.2685602,-0.3444957,United Kingdom
"Guayaquil, Ecuador",-2.1899066,-79.887726,Ecuador
"Wacken, Schleswig-Holstein",54.0216836,9.376705,Germany
"Tatamagouche, Nova Scotia",45.7109353,-63.2879017,Canada
"Berg, Bavaria",48.9467562,11.4038717,Germany
"Lemesos, Cyprus",34.6852901,33.0332657,Cyprus
"Bridgewater Corners, Vermont",43.5884026,-72.6559308,United States of America
"Haltern am See, North Rhine-Westphalia",51.7430516,7.187221,Germany
"Reichenau, Baden-Württemberg",47.695637250000004,9.059202239614567,Germany
"Brenham, Texas",30.1668828,-96.3977442,United States of America
"Niederwallmenach, Rhineland-Palatinate",50.1645031,7.8117722,Germany
"Wake Forest, North Carolina",35.9803138,-78.5103731,United States of America
"Kernersville, North Carolina",36.1198589,-80.0736533,United States of America
"Niagara On The Lake, Ontario",,-79.0723264,
"Köln, North Rhine-Westphalia",50.938361,6.959974,Germany
"Ludwigshafen-Oggersheim, Rhineland-Palatinate",49.48815555,8.372524353895159,Germany
"Wichita Falls, Texas",33.9137085,-98.4933873,United States of America
"Potosi, Wisconsin",42.6895651,-90.7122426,United States of America
"Akureyri, Iceland",65.63584850000001,-18.212309034723816,Iceland
"Columbus, Georgia",32.4609764,-84.9877094,United States of America
"Redwood City, California",37.4863239,-122.2325233,United States of America
"Tongham, Surrey",51.234842,-0.7312608,United Kingdom
"Williams, Arizona",35.2503394,-112.1869481,United States of America
"Grande Prairie, Alberta",55.17108,-118.7949873,Canada
"Folsom, California",38.6779591,-121.1760583,United States of America
"Chipping Campden, Gloucestershire",52.0496652,-1.7813927,United Kingdom
"Bourton-on-the-Water , Gloucestershire",51.8840725,-1.7573118,United Kingdom
"Ehingen, Baden-Württemberg",48.2828519,9.7262175,Germany
"Rožňava, Slovakia",48.6936373,20.571124211008403,Slovakia
"Clackamas, Oregon",45.4103887,-122.5660663,United States of America
"Salem, Oregon",44.9391565,-123.033121,United States of America
"Nunhead, Greater London",51.4615309,-0.0535056,United Kingdom
"Witten-Heven, North Rhine-Westphalia",51.4403909,7.3085535,Germany
"Lake Leelanau, Michigan",44.980832,-85.715085,United States of America
"Swindon, Wiltshire",51.5613683,-1.7856853,United Kingdom
"Tbilisi, Georgia",41.6934591,44.8014495,Georgia
"Neustadt, Schleswig-Holstein",54.1029898,10.8186738,Germany
"Dorchester, Dorset",50.7116772,-2.4422170980612727,United Kingdom
"Wilkes-Barre, Pennsylvania",41.2464824,-75.8817316,United States of America
"Bonnerdale, Arkansas",34.384816,-93.3818521,United States of America
", Venezuela",8.0018709,-66.1109318,Venezuela
"Berlin, Pennsylvania",39.9206363,-78.9578022,United States of America
"Kassel, Hesse",51.3154546,9.4924096,Germany
"Koblenz, Rhineland-Palatinate",50.3533278,7.5943951,Germany
"Constanta, Romania",44.1767161,28.6507598,Romania
"Bubenreuth, Bavaria",49.6277003,11.0143385,Germany
"Winchester, Hampshire",51.0612766,-1.3131692,United Kingdom
"Frankfurt an der Oder, Brandenburg",,,
-1.7,48.7803133,10.0397257,Germany
-1.9,49.0241685,9.028337,Germany
+1.6,48.7181821,9.9892513,Germany
-2.5,50.814444,14.361805,Czech Republic
-1.6,48.7181821,9.9892513,Germany
+1.8,48.7809811,10.0370255,Germany
+2.4,,9.9912375,
-1.5,52.5836798,13.2765985,Germany
-2,-23.6041314,-69.0842783,Chile
-2.3,51.25430275,7.148720632300392,Germany
+2.1,33.8144883,130.8904622,Japan
+2.5,50.814444,14.361805,Czech Republic
-2.1,33.8144883,130.8904622,Japan
-2.6,48.7334019,9.9731123,Germany
-1.8,48.7809811,10.0370255,Germany
-2.4,48.8005105,9.9912375,Germany
+1.5,52.5836798,13.2765985,Germany
+3.4,48.8036124,9.7194316,Germany
+3.8,48.7421776,9.9146221,Germany
-2.7,48.5845713,9.2614049,Germany
-1.4,48.7803566,10.056559,Germany
+1.7,48.7803133,10.0397257,Germany
-2.2,48.7932811,9.967117,Germany
+2,-23.6041314,,
+1.9,49.0241685,9.028337,Germany
+2.3,51.25430275,7.148720632300392,Germany
+2.2,48.7932811,9.967117,Germany
+3.3,48.768121,10.0143983,Germany
+3,33.8333136,-4.8556382,Morocco
-2.9,54.68093,9.99331,Germany
-2.8,54.37917,10.98219,Germany
+3.1,35.5389607,139.5363687,Japan
+1.3,51.5076863,-0.1266808,United Kingdom
+2.6,48.7334019,9.9731123,Germany
+3.9,48.7428408,9.9107448,Germany
+1.1,54.3774033,13.1184383,Germany
+3.5,54.47508,9.85436,Germany
-3,33.8333136,-4.8556382,Morocco
+2.9,54.68093,9.99331,Germany
+4.7,50.802944,14.317388,Czech Republic
+3.6,48.7404262,9.9244701,Germany
-1.3,51.5076863,-0.1266808,United Kingdom
-3.1,35.5389607,139.5363687,Japan
+2.8,54.37917,10.98219,Germany
+3.2,35.6601647,139.4932385,Japan
+3.7,48.7413979,9.9203204,Germany
+1.4,48.7803566,10.056559,Germany
+1.2,48.960138,2.3672727488694,France
+2.7,48.5845713,9.2614049,Germany
-3.2,35.6601647,139.4932385,Japan
-3.4,48.8036124,9.7194316,Germany
-3.9,48.7428408,9.9107448,Germany
-3.3,48.768121,10.0143983,Germany
-3.7,48.7413979,9.9203204,Germany
"Westerham, Kent",51.25681715,0.07303181295111258,United Kingdom
"Eppingen, Baden-Württemberg",49.1373277,8.9084374,Germany
"Plumpton Green, East Sussex",50.9352224,-0.0606118,United Kingdom
"Deinze-Gottem, Belgium",50.9491288,3.4462519,Belgium
"Kailua Kona, Hawaii",19.641941,-155.996933,United States of America
"Bad Schussenried, Baden-Württemberg",48.0047363,9.6561098,Germany
"Brill, Buckinghamshire",51.8188248,-1.0494807,United Kingdom
"Wiveliscombe, Somerset",51.042145,-3.3100475,United Kingdom
"Mammoth Lakes, California",37.6432525,-118.9668509,United States of America
"Nashville, Tennessee",36.1622296,-86.7743531,United States of America
"Pawtucket, Rhode Island",41.878711,-71.3825558,United States of America
"Leeds, North Yorkshire",53.7974185,-1.5437941,United Kingdom
"Elizabeth City, North Carolina",36.2956836,-76.2247697,United States of America
"Shawinigan, Quebec",46.5389609,-72.7467621,Canada
"New Paltz, New York",41.7464972,-74.0844894,United States of America
"Winthrop, Washington",48.4779232,-120.1861956,United States of America
"Fairhope, Alabama",30.507956,-87.89742922432941,United States of America
"Roseland, Virginia",37.7476406,-78.9758579,United States of America
"Wentzville, Missouri",38.8244136,-90.8683119,United States of America
"East Hampton, Connecticut",41.5744405,-72.49192364130434,United States of America
"Spandau, Berlin",52.5192672,13.195439,Germany
"Bethlehem, Pennsylvania",40.6178915,-75.3786521,United States of America
"Lincoln, Nebraska",40.8088861,-96.7077751,United States of America
"Memmelsdorf-Merkendorf, Bavaria",,,
"Goochland, Virginia",37.7204342,-77.8837984,United States of America
"Maple Grove, Minnesota",45.0984983,-93.4419222,United States of America
"Frankfurt am Main, Hesse",50.1106444,8.6820917,Germany
"Glendale, Wisconsin",43.1352881,-87.9356423,United States of America
"Plattsburgh, New York",44.69282,-73.45562,United States of America
"Coon Rapids, Minnesota",45.1728923,-93.3023898,United States of America
"El Segundo , California",33.917028,-118.4156337,United States of America
"Lloydminster, Alberta",53.279995,-110.00885,Canada
"Duluth, Minnesota",,-92.1251218,
"Ottawa , Ontario",45.421106,-75.690308,Canada
"Eisenberg-Speiden, Bavaria",,,
"Bremerton, Washington",,-122.6246836,
"Montreal, Quebec",45.4972159,-73.6103642,Canada
"Harrisonburg, Virginia",38.4493315,-78.8688833,United States of America
"Fortuna, California",40.597407,-124.156034,United States of America
"Athens, Georgia",33.9597677,-83.376398,United States of America
"Rock Hill, South Carolina",34.9248667,-81.0250784,United States of America
"Douglas, Michigan",42.6433584,-86.2005933,United States of America
"Columbus, Indiana",39.2014405,-85.9213796,United States of America
"Ava, Illinois",37.8883846,-89.4948169,United States of America
"Blaine, Minnesota",45.1607987,-93.2349489,United States of America
"Revelstoke, British Columbia",50.998045,-118.1956709,Canada
"Woburn, Massachusetts",42.4792618,-71.1522766,United States of America
"Hesperia, California",34.4263886,-117.3008784,United States of America
"Altenkunstadt, Bavaria",,11.2433755,
"Loveland, Colorado",40.385549,-105.04436132094955,United States of America
"Greensboro, North Carolina",36.0726355,-79.7919754,United States of America
"Sunriver, Oregon",43.8839966,-121.4385168,United States of America
"Conroe, Texas",30.3118769,-95.4560512,United States of America
"Sarasota, Florida",27.3364347,-82.5306527,United States of America
"Melton Mowbray , Leicestershire",52.7649964,-0.887587,United Kingdom
"Tarboro, North Carolina",35.8968236,-77.5358049,United States of America
"Ironwood, Michigan",46.4555673,-90.1684371,United States of America
"Punta Arenas, Chile",-53.162664,-70.9080552,Chile
"Fridley, Minnesota",45.0838291,-93.2590388,United States of America
"Hickory, North Carolina",35.7333312,,
"Minnetonka, Minnesota",44.9127229,-93.499059,United States of America
"Walnut Creek, California",37.9020731,-122.0618702,United States of America
"Ann Arbor, Michigan",42.2681569,-83.7312291,United States of America
"Saxapahaw, North Carolina",35.947868,-79.32073627099352,United States of America
"Waltham, Massachusetts",42.3756401,-71.2358004,United States of America
"Elephant & Castle, Greater London",51.4948884,-0.1005731,United Kingdom
"Annandale, Minnesota",45.2627428,-94.1244271,United States of America
"Amsterdam, Netherlands",52.3727598,4.8936041,The Netherlands
"Springfield, Oregon",44.0462362,-123.0220289,United States of America
"Saco, Maine",43.5009176,-70.4428286,United States of America
"Newcastle, Maine",44.035283,-69.537277,United States of America
"Valrico, Florida",27.9484265,-82.23621545220522,United States of America
"Clayton, North Carolina",35.650711,-78.4563914,United States of America
"Roxboro, North Carolina",36.3937519,-78.9827881,United States of America
"Stolberg, North Rhine-Westphalia",50.7702908,6.2295504,Germany
"Easthampton, Massachusetts",42.2689274,-72.6688036,United States of America
"Garland, Texas",32.912624,-96.6388833,United States of America
"Sunderland, Tyne & Wear",54.9058512,-1.3828727,United Kingdom
"Daytona Beach, Florida",29.2108147,-81.0228331,United States of America
"Muskegon, Michigan",43.2341813,-86.2483921,United States of America
"Vicksburg, Mississippi",32.3528418,-90.8777342,United States of America
"Huntersville, North Carolina",35.410845,-80.8429094,United States of America
"Naples, Florida",26.1421976,-81.7942944,United States of America
"Northampton, Massachusetts",42.323344,-72.6718895,United States of America
"Winston-Salem, North Carolina",36.0998131,-80.2440518,United States of America
"Wells, Maine",43.322181,-70.580978,United States of America
"Decatur, Georgia",30.8736613,-84.5740953,United States of America
"Atlantic Highlands, New Jersey",40.4078865,-74.034306,United States of America
"Waakirchen, Bavaria",47.7725619,11.6728042,Germany
"MIlwaukee, Wisconsin",43.0349931,-87.922497,United States of America
"Telluride, Colorado",37.9374939,-107.8122852,United States of America
"Manhattan, Kansas",39.1836082,-96.5716694,United States of America
"Hallstadt-Dörfleins, Bavaria",49.9316104,10.8584152,Germany
"Lake Mills, Wisconsin",43.0798032,-88.9125723,United States of America
"South Natick, Massachusetts",42.2737081,-71.3161688,United States of America
"Black Mountain, North Carolina",35.6178951,-82.3212302,United States of America
"Cambridge, Massachusetts",42.3750997,-71.1056157,United States of America
"Atlantic Beach, North Carolina",34.6990505,-76.7402108,United States of America
"Wisbech, Cambridgeshire",52.6651733,0.1606824,United Kingdom
"Douglassville, Pennsylvania",40.2578714,-75.7263008,United States of America
"Vernante, Italy",44.245027,7.533834,Italy
"Waconia, Minnesota",44.8507957,-93.7869088,United States of America
"San Pedro, California",33.7358518,-118.2922934,United States of America
"Giey-sur-Aujon, France",47.9058798,5.0700133,France
"Gary, Indiana",41.6021292,-87.3371372,United States of America
"Midvale, Utah",40.6110589,-111.8999353,United States of America
"Wellingborough, Northamptonshire",52.30189,-0.6937309,United Kingdom
"Dripping Springs, Texas",30.1902067,-98.0866781,United States of America
"Reno, Nevada",39.5261206,-119.8126581,United States of America
"Phoenix, Arizona",33.4484367,-112.0741417,United States of America
"Geiselhoering, Bavaria",48.82585,12.3935461,Germany
"Foresters Falls, Ontario",45.6806698,,
"Newport, Vermont",44.936127,,
"Stadtsteinach, Bavaria",50.1613344,11.5054549,Germany
"Elmsford, New York",41.0550969,-73.8201338,United States of America
"Spooner, Wisconsin",45.8228411,-91.8908593,United States of America
"New Brighton, Minnesota",45.0628999,-93.2060969,United States of America
"Bainbridge Island, Washington",47.6262725,-122.5209287,United States of America
"Blanco, Texas",30.2419274,-98.4004594,United States of America
"Shelburne, Nova Scotia",43.7639539,-65.321384,Canada
"Mogadore, Ohio",41.050775,-81.393946,United States of America
"Pastetten, Bavaria",48.1991807,11.9434246,Germany
"Congleton, Cheshire",53.1631463,-2.2110691,United Kingdom
"Chattanooga, Tennessee",35.0457219,-85.3094883,United States of America
"Birmingham, Michigan",42.5467012,-83.2113192,United States of America
"Niagara Falls, Ontario",43.100983,-79.115295,Canada
"Bad Füssing, Bavaria",48.3506733,13.3095441,Germany
"Willowbrook, Illinois",41.7697533,-87.9358931,United States of America
"Ambleside, Cumbria",54.431954,-2.9630528,United Kingdom
"Augusta, Maine",44.310583,-69.779663,United States of America
"Katy, Texas",29.7857853,-95.8243956,United States of America
"Redding, California",40.5863563,-122.3916754,United States of America
", Quebec",52.4760892,-71.8258668,Canada
"Savannah , Georgia",32.0809263,-81.0911768,United States of America
"Bedford, Texas",32.844017,-97.1430671,United States of America
"Lancaster, Ohio",39.7136754,-82.5993294,United States of America
"Dallastown, Pennsylvania",39.9001109,-76.6402763,United States of America
"Fall River, Massachusetts",41.7010642,-71.1546367,United States of America
"Rougemont, Quebec",45.447366,-73.063545,Canada
"Bad Laasphe, North Rhine-Westphalia",50.9271541,8.4123648,Germany
"Broadway, Worcestershire",52.0353825,-1.8618609,United Kingdom
"Tofino, British Columbia",49.1529643,-125.9047083,Canada
"Kreuztal-Krombach, North Rhine-Westphalia",50.996039800000005,7.953999974339767,Germany
"Maxlrain, Bavaria",47.8994924,11.987852,Germany
"Titting, Bavaria",48.996666,11.2106102,Germany
"Stoke-on-Trent, Staffordshire",53.02596595,-2.194252919036903,United Kingdom
"Nelson, British Columbia",49.494891,-117.290039,Canada
"Concord, New Hampshire",43.207178,-71.537476,United States of America
"Amana, Iowa",41.8000071,-91.8707335,United States of America
"Cedar Falls, Iowa",42.5274123,-92.4453179,United States of America
"Des Moines, Iowa",41.5910641,-93.6037149,United States of America
"Fredericksburg, Texas",30.2752011,-98.8719843,United States of America
"Durango, Colorado",37.2713951,-107.8815978,United States of America
"Lubbock, Texas",33.5635206,-101.879336,United States of America
"Littleton, New Hampshire",44.306653,,
"Dulles, Virginia",38.95226625,-77.45342297783296,United States of America
"Appleton, Wisconsin",44.2611337,-88.4067604,United States of America
"Radebeul, Saxony",51.0999765,13.6767995,Germany
"München, Bavaria",48.1371079,11.5753822,Germany
"Cascade Locks, Oregon",45.669513,-121.890402,United States of America
"Prior Lake, Minnesota",44.7133271,-93.4226873,United States of America
"Lakeville, Minnesota",44.650051,-93.2432791,United States of America
"Stamford, Connecticut",41.0534302,,
"Cookshire-Eaton, Quebec",45.4124593,-71.6293885,Canada
"Orono, Maine",44.883607,,
"Västerås, Sweden",59.6110992,16.5463679,Sweden
"Riverview , New Brunswick",46.0565313,-64.8010731,Canada
"Pakenham, Ontario",45.3330674,-76.2903013,Canada
"Bathurst, New Brunswick",47.626529,,
"Niagara-on-the-Lake, Ontario",43.2556116,-79.0723264,Canada
"Hitchin, Hertfordshire",51.9464129,-0.2791646,United Kingdom
"Stratford, Ontario",43.3700899,-80.9818016,Canada
"Nackawic, New Brunswick",45.9914512,-67.2410679,Canada
"Adelsdorf-Neuhaus, Bavaria",,,
"Tilford, Surrey",51.1871516,-0.7547390608198917,United Kingdom
"Ulvik, Norway",60.567695,6.9163916,Norway
"Almonte, Ontario",45.226049,-76.1945277,Canada
"Wincle, Cheshire",53.1865914,-2.0624972,United Kingdom
"Lancaster, Lancashire",54.0484068,-2.7990345,United Kingdom
"Largo, Florida",27.9094665,-82.7873244,United States of America
"Schaumburg, Illinois",42.0333608,-88.083406,United States of America
"Leadville, Colorado",39.2508229,-106.2925238,United States of America
"Michigan City, Indiana",41.7075394,-86.8950297,United States of America
"Snoqualmie, Washington",47.5289527,-121.8270932,United States of America
"Vielank, Mecklenburg-Vorpommern",53.2355012,11.1351824,Germany
"Baileys Harbor, Wisconsin",45.064993,-87.124274,United States of America
"Broomfield, Colorado",39.9203827,-105.0691464,United States of America
"Homerton, Greater London",51.5470789,-0.043121,United Kingdom
"Berwyn, Pennsylvania",40.0448306,-75.4388053,United States of America
